Source,Target,Type,Id,Label,timeset,Weight,d11,d10,d9,d8,d7,d6,d5,d4,d3,d2,d1,d0
4626019220,5909433433,Undirected,3253,,,1,,,,,,,,66.163,residential,,False,625916655
4626019212,4626019500,Undirected,3246,,,1,,,,,,,,61.859,residential,,False,625916655
4626019212,4626019220,Undirected,3247,,,1,,,,,,,,78.164,residential,,False,625916655
4626019226,7400399527,Undirected,3256,,,1,,,,,,,,17.312,tertiary,,True,468050039
4626019226,7301723958,Undirected,3257,,,1,,,,,"LINESTRING (55.9384513 30.4156531, 55.9383294 30.4156224, 55.9377829 30.4154967, 55.9370245 30.4152453, 55.9355787 30.4147226, 55.9330355 30.4138643, 55.9307595 30.4131007, 55.9286395 30.4123272, 55.9269071 30.4117485, 55.9264516 30.4116588, 55.9254286 30.4115819, 55.9246726 30.411502)",,,1405.9489999999998,tertiary,,True,"[468050041, 782055149]"
4626019226,7400399526,Undirected,3258,,,1,,,,,,,,18.311,tertiary,,True,468050041
7301723958,7301723963,Undirected,10720,,,1,,,,,,,,48.351,residential,,False,782055189
4626019232,7301723954,Undirected,3259,,,1,,,,,,,,40.889,tertiary,,False,561990948
4626019232,5909433379,Undirected,3260,,,1,,,,,"LINESTRING (55.920888 30.4109646, 55.9215217 30.4109468, 55.923597 30.4112611)",,,262.861,tertiary,,True,468050042
4626019232,5909433380,Undirected,3261,,,1,,,,,,,,261.484,tertiary,,True,782055149
5909433379,5909433380,Undirected,8230,,,1,,,,,,,,14.061,tertiary_link,,False,625916642
5909433380,7301723958,Undirected,8231,,,1,,,,,,,,106.459,tertiary,,True,782055149
4626019501,4626019502,Undirected,3264,,,1,,,,30,,,,16.412,residential,,True,468050069
4626019501,4626019504,Undirected,3265,,,1,,,,30,,,,59.095,residential,,True,468050069
4626019252,7296328345,Undirected,3263,,,1,,,,,,,,92.336,unclassified,,False,781488755
7296328345,7296328347,Undirected,9936,,,1,,,,,,,,42.306,unclassified,,False,781488755
4626019504,4626019505,Undirected,3268,,,1,,,,30,,,,203.562,residential,,False,468050046
4626019504,4626019506,Undirected,3269,,,1,,,,30,,,,76.988,residential,,True,468050069
4626019505,4626019507,Undirected,3270,,,1,,,,30,"LINESTRING (55.9477941 30.4134207, 55.9482123 30.4131584, 55.9484801 30.4129848)",,,81.715,residential,,True,468050064
4626019506,4626019507,Undirected,3271,,,1,,,,30,,,,235.541,residential,,False,468050047
4626019506,4626019570,Undirected,3272,,,1,,,,30,,,,48.355,residential,,True,468050069
4626019507,4626019509,Undirected,3273,,,1,,,,30,"LINESTRING (55.9484801 30.4129848, 55.9489659 30.4126699, 55.9491597 30.4125455)",,,81.445,residential,,True,468050064
4626019522,4626019531,Undirected,3286,,,1,,,,30,,,,56.796,residential,,True,468050065
4626019521,4626019522,Undirected,3285,,,1,,,,30,,,,115.358,residential,,False,468050054
4626019523,4626019525,Undirected,3287,,,1,,,,30,"LINESTRING (55.9489235 30.4081846, 55.9479287 30.4076941, 55.9474848 30.4073228)",,,169.19400000000002,residential,,False,"[468050056, 468050055]"
4626019525,9215536575,Undirected,3288,,,1,,,,30,,,,52.532,residential,,True,468050065
4626019525,4626019558,Undirected,3289,,,1,,,,30,,,,15.231,residential,,True,468050065
4626019558,4626019559,Undirected,3303,,,1,,,,30,,,,11.142,residential,,True,468050067
4626019558,4626019560,Undirected,3304,,,1,,,,30,,,,10.789,residential,,True,468050066
4626019527,4626019558,Undirected,3290,,,1,,,,30,,,,46.599,residential,,True,468050065
4626019527,4626019529,Undirected,3291,,,1,,,,30,"LINESTRING (55.9467431 30.4075391, 55.9476001 30.4080538, 55.9475169 30.4081122, 55.9485821 30.4086563)",,,229.161,residential,,False,"[468050057, 468050058]"
4626019527,4626019531,Undirected,3292,,,1,,,,30,,,,59.255,residential,,True,468050065
4626019530,4626019531,Undirected,3293,,,1,,,,30,,,,252.49,residential,,False,468050059
4626019588,4626019690,Undirected,3315,,,1,,,,30,"LINESTRING (55.9438099 30.4156991, 55.9438199 30.4157477, 55.943815 30.4157969)",roundabout,,10.979,residential,,True,468050070
4626019711,4626019717,Undirected,3324,,,1,,,,30,,,,33.792,residential,گاز,False,628643694
4626019711,4626019712,Undirected,3325,,,1,,,,30,"LINESTRING (55.9858062 30.3910489, 55.9853159 30.3907647, 55.9840212 30.3900142)",,,206.278,residential,"['مفقودالاثر صادقی', 'نوری ۱۲']",False,"[628643696, 468050186]"
4626019714,5935186293,Undirected,3329,,,1,,,,,,,,78.548,tertiary,نوری,True,133914079
4626019714,4626019715,Undirected,3330,,,1,,,,30,,,,158.28,residential,نوری ۱۰,False,468050188
4626021782,7298884032,Undirected,4232,,,1,,,yes,,"LINESTRING (55.9859201 30.3907666, 55.9859682 30.3908514, 55.9860449 30.3909187, 55.9860929 30.3909451, 55.9861423 30.3909618, 55.9862371 30.3909668, 55.986341 30.390966, 55.9863849 30.3909578, 55.9864611 30.390933, 55.9865102 30.3909091, 55.9865596 30.3908717)",,,74.449,tertiary_link,,True,"[468050639, 745470436, 745470439]"
4626019721,4626019745,Undirected,3332,,,1,,,,30,,,,82.681,residential,بسیج ۲۲,False,628943797
4626019721,4626019746,Undirected,3333,,,1,,,,30,,,,28.683,residential,بسیج ۲۲,False,628943797
4626019721,4626019722,Undirected,3334,,,1,,,,30,"LINESTRING (55.9647924 30.4076677, 55.9651969 30.4073037, 55.9657992 30.4067617)",,,139.541,residential,"['۱۵', 'دوم']",False,"[628943800, 468050193]"
4626019745,4626020397,Undirected,3371,,,1,,,,30,,,,12.903,residential,بسیج ۲۲,False,628943797
4626019745,4626020396,Undirected,3372,,,1,,,,30,,,,84.966,residential,,False,740665419
4626019746,4626020394,Undirected,3373,,,1,,,,30,,,,84.642,residential,,False,628943796
4626019746,4626020399,Undirected,3374,,,1,,,,30,"LINESTRING (55.9644435 30.407278, 55.9649201 30.4069978, 55.9655394 30.4066339)",,,127.17999999999999,residential,"['۱۷', 'چهارم']",False,"[468050249, 628943798]"
4626019722,4626020399,Undirected,3335,,,1,,,,30,,,,54.747,residential,,False,468050250
4626019722,4626020401,Undirected,3336,,,1,,,,30,,,,33.053,residential,,False,468050250
4626019723,4626019724,Undirected,3337,,,1,,,,30,,,,81.081,residential,,False,468050195
4626019724,4626019726,Undirected,3338,,,1,,,,30,,,,11.61,residential,نونزدهم,False,468050213
4626019724,4626019755,Undirected,3339,,,1,,,,30,,,,26.485,residential,نونزدهم,False,468050213
4626019726,4626019746,Undirected,3343,,,1,,,,30,,,,36.118,residential,نونزدهم,False,468050213
4626019755,4626019756,Undirected,3386,,,1,,,,,,,,101.66,unclassified,خیابان سردار جنگل,False,468050215
4626019755,7298710250,Undirected,3387,,,1,,,,,,,,38.78,residential,,False,781742519
4626019725,4626019726,Undirected,3340,,,1,,,,30,,,,68.662,residential,,False,468050197
4626019725,4626020394,Undirected,3341,,,1,,,,30,,,,66.335,residential,هفدهم,False,468050245
4626019725,4626019754,Undirected,3342,,,1,,,,30,,,,29.385,residential,هفدهم,False,468050245
4626020394,4626020396,Undirected,3546,,,1,,,,30,,,,76.188,residential,بسیج ۲۰,False,628943794
4626019754,4626019755,Undirected,3385,,,1,,,,,,,,66.015,unclassified,خیابان سردار جنگل,False,468050215
4626019727,4626019733,Undirected,3344,,,1,,,,30,,,,184.913,residential,سردار جنگل ۱۴,False,468050199
4626019727,7298687804,Undirected,3345,,,1,,,,,,,,33.058,residential,,False,781739135
4626019727,5887424741,Undirected,3346,,,1,,,,,,,,60.48,residential,,False,781739135
4626019727,7298687803,Undirected,3347,,,1,,,,30,"LINESTRING (55.9634114 30.4017854, 55.9636822 30.4015356, 55.9647582 30.4023831)",,,177.776,residential,سردار جنگل ۱۴,False,"[781741842, 468050199]"
4626019733,4626019734,Undirected,3356,,,1,,,,30,,,,54.077,residential,,False,468050204
5887424741,7298672915,Undirected,6980,,,1,,,,,,,,47.615,residential,شهید حامد بافنده,False,623405064
5887424741,5887424762,Undirected,6981,,,1,,,,,,,,139.277,residential,شهید حامد بافنده,False,623405064
7298687803,7298687804,Undirected,10536,,,1,,,,,,,,142.151,residential,,False,781739134
4626019751,4626019752,Undirected,3381,,,1,,,,,,,,90.47,unclassified,خیابان سردار جنگل,False,468050215
4626019751,7298745327,Undirected,3382,,,1,,,,30,,,,38.069,residential,هفتم,False,628943792
4626019729,4626019734,Undirected,3350,,,1,,,,30,,,,116.288,residential,,False,468050201
4626019731,4626019734,Undirected,3351,,,1,,,,30,,,,63.158,residential,,False,468050204
4626019731,4626019732,Undirected,3352,,,1,,,,30,,,,10.26,residential,,False,468050204
4626019731,7298687799,Undirected,3353,,,1,,,,,"LINESTRING (55.9644419 30.4027166, 55.9644574 30.4027778, 55.9645717 30.4030468, 55.9653437 30.4041269)",,,179.912,residential,,False,468050203
4626019732,4626019735,Undirected,3354,,,1,,,,30,,,,57.322,residential,,False,468050204
4626019732,4626019736,Undirected,3355,,,1,,,,30,,,,110.153,residential,,False,468050206
7298687799,7298687802,Undirected,10532,,,1,,,,,,,,31.184,residential,,False,781739135
7298687799,7298687804,Undirected,10533,,,1,,,,,,,,14.852,residential,,False,781739135
4626019735,4626019737,Undirected,3357,,,1,,,,30,,,,135.059,residential,سردار جنگل ۱۶,False,468050208
4626019735,4626019739,Undirected,3358,,,1,,,,30,"LINESTRING (55.9655353 30.405699, 55.9653415 30.4054879, 55.9647475 30.4044509)",,,158.553,residential,سردار جنگل ۱۶,False,468050208
4626019739,4626019743,Undirected,3359,,,1,,,,,,,,35.018,unclassified,خیابان سردار جنگل,False,468050215
4626019739,4626019754,Undirected,3360,,,1,,,,,,,,24.215,unclassified,خیابان سردار جنگل,False,468050215
4626019743,4626019744,Undirected,3369,,,1,,,,30,,,,93.407,residential,پانزدهم,False,468050212
4626019740,4626019753,Undirected,3361,,,1,,,,30,,,,106.861,residential,یازدهم,False,468050242
4626019740,4626020389,Undirected,3362,,,1,,,,30,,,,38.5,residential,یازدهم,False,468050242
4626019740,4626020398,Undirected,3363,,,1,,,,30,,,,62.754,residential,,False,628943795
4626019740,4626019742,Undirected,3364,,,1,,,,30,,,,41.24,residential,,False,628943795
4626020389,4626020393,Undirected,3541,,,1,,,,30,,,,27.278,residential,,False,740665419
4626020389,4626020396,Undirected,3542,,,1,,,,30,,,,85.0,residential,,False,740665419
4626019742,4626019744,Undirected,3368,,,1,,,,30,,,,42.237,residential,,False,628943795
4626019741,4626019742,Undirected,3365,,,1,,,,30,,,,101.998,residential,سیزدهم,False,468050210
4626019741,4626019753,Undirected,3366,,,1,,,,,,,,49.129,unclassified,خیابان سردار جنگل,False,468050215
4626019741,4626019743,Undirected,3367,,,1,,,,,,,,19.997,unclassified,خیابان سردار جنگل,False,468050215
4626019744,4626020394,Undirected,3370,,,1,,,,30,,,,24.978,residential,,False,628943795
4626020397,6978025422,Undirected,3547,,,1,,,,,,,,78.347,tertiary,خیابان بسیج,False,468050292
4626019747,4626019763,Undirected,3375,,,1,,,,30,,,,92.384,residential,,False,468050220
4626019747,4626019748,Undirected,3376,,,1,,,,,,,,34.971,residential,خیابان سردار جنگل,False,628943786
4626019747,6759487312,Undirected,3377,,,1,,,,,,,,75.157,residential,خیابان سردار جنگل,False,628943786
4626019748,4626019764,Undirected,3378,,,1,,,,30,,,,90.395,residential,,False,468050221
4626019748,4626019749,Undirected,3379,,,1,,,,,,,,87.836,residential,خیابان سردار جنگل,False,628943786
4626019752,4626019753,Undirected,3383,,,1,,,,,,,,40.185,unclassified,خیابان سردار جنگل,False,468050215
4626019752,4626019787,Undirected,3384,,,1,,,,30,,,,93.954,residential,نهم,False,468050240
4626019756,4626020400,Undirected,3388,,,1,,,,30,,,,67.63,residential,,False,468050250
4626019756,4626020399,Undirected,3389,,,1,,,,30,,,,49.551,residential,,False,468050250
7298710250,9354695986,Undirected,10537,,,1,,,,,,,,300.018,unclassified,بافنده ۱۹,False,1013953074
4626020400,7298710250,Undirected,3548,,,1,,,,,,,,101.276,residential,,False,781742519
4626020400,9354695987,Undirected,3549,,,1,,,,,,,,311.043,unclassified,بافنده۲۱,False,1013953075
7298672914,7298672915,Undirected,10529,,,1,,,,,,,,91.436,residential,شهید حامد بافنده,False,623405064
4626019779,4626019785,Undirected,3411,,,1,,,,30,,,,28.448,residential,بسیج ۱۴,False,468050234
4626019765,4626019767,Undirected,3395,,,1,,,,30,,,,71.517,residential,,False,468050223
4626019765,4626019768,Undirected,3396,,,1,,,,30,,,,76.03,residential,,False,468050223
4626019765,4626019769,Undirected,3397,,,1,,,,30,,,,37.25,residential,امام حسن ۳,False,468050225
4626019765,4626019766,Undirected,3398,,,1,,,,30,"LINESTRING (55.9721141 30.4020846, 55.9722856 30.4019097, 55.972373 30.4018206, 55.9724798 30.4017118, 55.9725364 30.401654)",,,62.714,residential,امام حسن ۳,False,468050225
4626019766,4626019771,Undirected,3399,,,1,,,,30,,,,29.78,residential,امام حسن ۳,False,468050225
4626019766,4626019772,Undirected,3400,,,1,,,,30,,,,74.389,residential,,False,468050227
4626019766,4626019773,Undirected,3401,,,1,,,,30,,,,95.577,residential,,False,468050227
4626019773,4626019774,Undirected,3404,,,1,,,,30,,,,95.071,residential,نهضت,False,468050228
4626019773,6274360672,Undirected,3405,,,1,,,,30,,,,136.029,residential,نهضت,False,468050228
4626019785,4626020392,Undirected,3412,,,1,,,,30,,,,179.755,residential,بسیج ۱۴,False,468050234
4626019785,4626020395,Undirected,3413,,,1,,,,30,"LINESTRING (55.9682173 30.4049116, 55.9683637 30.4050209, 55.9684442 30.4049261, 55.9684992 30.4048208, 55.9687325 30.4045652, 55.9688344 30.4045235, 55.9689431 30.4045131, 55.9691134 30.4045235)",,,118.32900000000002,residential,هفتم,False,"[628943792, 468050235]"
4626020392,4626020393,Undirected,3545,,,1,,,,30,,,,42.493,residential,بسیح ۱۴,False,468050244
4626019788,4626020398,Undirected,3415,,,1,,,,30,,,,22.264,residential,نهم,False,468050240
4626019788,4626020395,Undirected,3416,,,1,,,,30,,,,58.282,residential,,False,740665419
4626019788,4626020393,Undirected,3417,,,1,,,,30,,,,38.606,residential,,False,740665419
4626020409,4626020423,Undirected,3553,,,1,,,,,"LINESTRING (55.9633246 30.4085289, 55.9632747 30.4084911, 55.963238 30.4084399, 55.9632274 30.4083795, 55.9632428 30.4083198, 55.9632835 30.4082709)",roundabout,,33.349,tertiary,میدان شهید ابولی,True,468050256
4626020409,4626020410,Undirected,3554,,,1,,,,,,roundabout,,5.988,tertiary,میدان شهید ابولی,True,468050256
4626019929,4626019930,Undirected,3425,,,1,,,,30,,,,66.976,residential,,False,468050093
4626019929,4626019932,Undirected,3426,,,1,,,,30,,,,30.628,residential,,False,468050093
4626019930,4626019971,Undirected,3427,,,1,,,,30,,,,84.057,residential,شهید شریفی ۹,False,468050092
4626019930,5887424764,Undirected,3428,,,1,,,,30,"LINESTRING (55.9616444 30.4127806, 55.961982 30.4122158, 55.9622849 30.4115438, 55.9623864 30.4113706, 55.9625067 30.4112083, 55.9625504 30.4112393, 55.9627814 30.4110542, 55.9628521 30.4109762)",,,240.497,residential,,False,468050093
4626019932,7298477395,Undirected,3429,,,1,,,,30,,,,47.036,residential,,False,781719351
4626019932,4626019936,Undirected,3430,,,1,,,,30,"LINESTRING (55.9639549 30.4101462, 55.9638901 30.410178, 55.9637748 30.4101966, 55.9636581 30.4102232, 55.9634734 30.410281)",,,48.816,residential,,False,781719352
5887424764,7299116423,Undirected,7010,,,1,,,,30,,,,25.984,residential,,False,468050093
4626019936,4626019937,Undirected,3437,,,1,,,,30,,,,35.708,residential,,False,468050140
4626019936,7298477399,Undirected,3438,,,1,,,,30,,,,84.066,residential,,False,468050140
4626019933,4626019970,Undirected,3431,,,1,,,,30,,,,91.925,residential,شهید شریفی ۱,False,468050094
4626019970,4626019978,Undirected,3457,,,1,,,,30,,,,28.396,tertiary,,True,468050144
4626019934,4626019970,Undirected,3432,,,1,,,,30,,,,33.718,tertiary,,True,468050144
4626019934,4626019939,Undirected,3433,,,1,,,,30,,,,133.649,residential,۱۳,False,628943802
4626019934,4626020413,Undirected,3434,,,1,,,,30,,,,4.521,tertiary,,True,468050144
4626019939,4626019964,Undirected,3441,,,1,,,,30,,,,100.732,residential,,False,468050097
4626019939,6640224902,Undirected,3442,,,1,,,,30,"LINESTRING (55.9652193 30.4086732, 55.9651645 30.4087589, 55.9650237 30.4089705, 55.9647824 30.4092629)",,,77.917,residential,بسیج ۱۳,False,628943803
4626020413,4626020414,Undirected,3556,,,1,,,,,,roundabout,,6.366,tertiary,میدان شهید ابولی,True,468050256
4626019978,4626020410,Undirected,3461,,,1,,,,30,"LINESTRING (55.9632722 30.4090313, 55.9634157 30.4087699, 55.9634326 30.4087145, 55.9634321 30.4086573, 55.9634144 30.4086021, 55.9633805 30.4085529)",,,57.62199999999999,tertiary,,True,468050144
4626019937,7298477394,Undirected,3439,,,1,,,,30,,,,72.539,residential,,False,468050139
4626019937,4626019939,Undirected,3440,,,1,,,,30,"LINESTRING (55.9647824 30.4092629, 55.9643813 30.4097374, 55.9642083 30.4099109)",,,90.739,residential,,False,468050140
4626019964,8250978904,Undirected,3455,,,1,,,,30,"LINESTRING (55.965648 30.4097761, 55.9658365 30.4095182, 55.9662611 30.4088589)",,,117.759,tertiary,شهید حمید شریفی,True,628943801
4626019964,7298477399,Undirected,3456,,,1,,,,30,"LINESTRING (55.9646164 30.4106423, 55.9651685 30.4101989, 55.9655078 30.4099264, 55.965648 30.4097761)",,,138.258,tertiary,شهید حمید شریفی,True,628943801
4626019942,6640224904,Undirected,3443,,,1,,,,,,,,66.502,tertiary,خیابان بسیج,False,468050292
4626019942,4626020397,Undirected,3444,,,1,,,,,,,,19.687,tertiary,خیابان بسیج,False,468050292
4626019942,6640224903,Undirected,3445,,,1,,,,30,,,,65.795,residential,بسیج ۱۳,False,628943803
6640224903,6640224904,Undirected,9249,,,1,,,,,,,,29.562,residential,,False,706636949
4626019943,6640224903,Undirected,3446,,,1,,,,30,"LINESTRING (55.9659831 30.4077803, 55.9656906 30.4080993, 55.9654703 30.4083396)",,,79.285,residential,بسیج ۱۳,False,628943803
4626019943,6640224902,Undirected,3447,,,1,,,,30,"LINESTRING (55.9652193 30.4086732, 55.9652477 30.4086288, 55.9653523 30.4084761, 55.9654703 30.4083396)",,,44.291,residential,بسیج ۱۳,False,628943803
4626019943,8250978904,Undirected,3448,,,1,,,,,"LINESTRING (55.9662611 30.4088589, 55.9659553 30.4086712, 55.9659264 30.4086589, 55.9659363 30.4086414, 55.9654703 30.4083396)",,,97.137,residential,,False,887443364
4626019946,6978025422,Undirected,3449,,,1,,,,,,,,3.413,tertiary,خیابان بسیج,False,468050292
4626019946,4626019947,Undirected,3450,,,1,,,,,"LINESTRING (55.9673734 30.4069421, 55.9674137 30.4068877, 55.967749 30.4067547)",,,42.571,tertiary,خیابان بسیج,True,468050298
4626019946,6978025426,Undirected,3451,,,1,,,,,"LINESTRING (55.9676376 30.4068877, 55.9674628 30.4069557, 55.9673734 30.4069421)",,,27.096,tertiary,خیابان بسیج,True,468050296
6978025422,6978025427,Undirected,9754,,,1,,,,30,"LINESTRING (55.9667507 30.4080985, 55.9673842 30.4071514, 55.9673877 30.4070922, 55.9673409 30.4069546)",,,144.11599999999999,tertiary,شهید حمید شریفی,True,628943801
4626019947,4626020390,Undirected,3452,,,1,,,,,,,,103.591,tertiary,خیابان بسیج,True,468050298
4626019947,4626020396,Undirected,3453,,,1,,,,30,,,,78.354,residential,بسیج ۲۰,False,628943794
4626020390,4626020392,Undirected,3543,,,1,,,,30,"LINESTRING (55.9680258 30.4058401, 55.9680901 30.4059535, 55.9687235 30.4063528)",,,89.278,residential,بسیح ۱۴,False,468050244
4626020390,6274363432,Undirected,3544,,,1,,,,,"LINESTRING (55.9687235 30.4063528, 55.9689277 30.4062686, 55.9691773 30.4061782)",,,47.668,tertiary,خیابان بسیج,True,468050298
4626019954,4626019955,Undirected,3454,,,1,,,,30,,,,77.983,residential,رسالت ۲,False,468050142
4626019975,7299116411,Undirected,3458,,,1,,,,30,"LINESTRING (55.9586076 30.4144418, 55.9594286 30.414019, 55.9596973 30.4138795)",,,121.772,tertiary,خیابان شهید شریفی,False,468050149
4626019975,7299116422,Undirected,3459,,,1,,,,30,"LINESTRING (55.9601652 30.4133698, 55.9600348 30.4135587, 55.9598745 30.4137219, 55.9596973 30.4138795)",,,72.637,tertiary,خیابان شهید شریفی,False,468050149
4626019975,5887424742,Undirected,3460,,,1,,,,,"LINESTRING (55.9610334 30.414824, 55.9609938 30.4147625, 55.9605925 30.4145808, 55.9605405 30.414421, 55.9596973 30.4138795)",,,170.554,residential,,False,623404699
7299116411,7299116413,Undirected,10625,,,1,,,,,"LINESTRING (55.9595822 30.4151555, 55.958961 30.4147279, 55.9586076 30.4144418)",,,122.69900000000001,residential,,False,781783648
7299116422,7299116424,Undirected,10627,,,1,,,,,,,,20.849,residential,,False,781783649
5887424742,9504179435,Undirected,6982,,,1,,,,,,,,42.966,residential,,False,623404699
5887424742,7299116416,Undirected,6983,,,1,,,,,,,,65.742,residential,,False,623405065
4626020410,4626020413,Undirected,3555,,,1,,,,,"LINESTRING (55.9636641 30.408539, 55.9636063 30.4085596, 55.9634929 30.4085703, 55.9633805 30.4085529)",roundabout,,27.889,tertiary,میدان شهید ابولی,True,468050256
4626019981,4626019982,Undirected,3462,,,1,,,,30,,,,91.411,residential,,False,468050154
4626019981,4626019985,Undirected,3463,,,1,,,,30,,,,83.233,residential,قره نی۱۷,False,628929562
4626019981,6759487323,Undirected,3464,,,1,,,,,,,,38.713,residential,,False,720208419
4626019982,4626020830,Undirected,3465,,,1,,,,30,,,,85.087,residential,قره نی ۱۹,False,468050360
4626019982,4626019986,Undirected,3466,,,1,,,,30,,,,70.821,residential,,False,628929561
4626019986,4626020829,Undirected,3468,,,1,,,,30,,,,53.912,residential,,False,628929561
4626019986,6759487323,Undirected,3469,,,1,,,,,"LINESTRING (55.9721219 30.3906614, 55.972083 30.3907184, 55.9718789 30.3909785, 55.9721526 30.3911392, 55.9718105 30.3915444)",,,129.774,residential,امیر کبیرغربی ۶۹,False,711032283
4626020090,4626020091,Undirected,3470,,,1,,,,30,,,,87.812,residential,۲۹,False,468050159
4626020090,4626020092,Undirected,3471,,,1,,,,30,,,,27.446,residential,۲۹,False,468050159
4626020090,4626020824,Undirected,3472,,,1,,,,30,,,,32.77,residential,دانشجو ۳۶,False,468050359
4626020090,4626020828,Undirected,3473,,,1,,,,30,,,,31.004,residential,دانشجو ۳۶,False,468050359
4626020091,4626020825,Undirected,3474,,,1,,,,30,,,,33.711,residential,شهید حیدر پور,False,628895508
4626020091,4626020829,Undirected,3475,,,1,,,,30,,,,6.018,residential,شهید حیدر پور,False,628895508
4626020824,4626020825,Undirected,3688,,,1,,,,30,,,,87.912,residential,۳۱,False,468050357
4626020824,4626020826,Undirected,3689,,,1,,,,30,,,,27.503,residential,۳۱,False,468050357
4626020824,4626020827,Undirected,3690,,,1,,,,30,,,,63.575,residential,دانشجو ۳۶,False,468050359
4626020093,4626020094,Undirected,3476,,,1,,,,30,,,,114.398,residential,۲۷,False,468050160
4626020094,4626020829,Undirected,3477,,,1,,,,30,,,,60.153,residential,شهید حیدر پور,False,628895508
4626020094,4626020095,Undirected,3478,,,1,,,,30,,,,38.313,residential,شهید حیدر پور,False,628895508
4626020098,5937998791,Undirected,3480,,,1,,,,30,,,,36.228,residential,شهدای هویزه,False,628892264
4626020098,4626020102,Undirected,3481,,,1,,,,30,,,,49.584,residential,شهدای هویزه,False,628892264
5937998791,5937998793,Undirected,8555,,,1,,,,30,"LINESTRING (55.9740864 30.3935659, 55.974339 30.3932812, 55.9746285 30.392955)",,,85.544,residential,شهدای هویزه,False,628892264
4626020099,4626020100,Undirected,3482,,,1,,,,30,,,,74.201,residential,شهدای هویزه  ۱۴,False,468050163
4626020103,4626020808,Undirected,3486,,,1,,,,30,,,,73.977,residential,شهید عبداللهی,False,133914082
4626020103,4626020104,Undirected,3487,,,1,,,,30,,,,126.803,residential,۱۸,False,468050166
4626020808,5937998797,Undirected,3670,,,1,,,,30,,,,30.578,residential,شهید عبداللهی,False,133914082
4626020808,4626021718,Undirected,3671,,,1,,,,30,,,,107.432,residential,شهید عامری,False,468050342
4626020808,5937998791,Undirected,3672,,,1,,,,,,,,105.664,residential,۹,False,628926531
4626022037,4626022038,Undirected,4267,,,1,,,,30,,,,108.659,residential,,False,468050665
4626021729,4626021730,Undirected,4192,,,1,,,,,,,,30.049,residential,شهید رمضانی ۶,False,468050608
4626021729,4626021732,Undirected,4193,,,1,,,,30,"LINESTRING (55.9824631 30.393624, 55.9816564 30.3933767, 55.9814888 30.393285)",,,101.151,residential,,False,468050610
4626022031,4626022032,Undirected,4262,,,1,,,,30,,,,113.211,residential,۷,False,468050655
4626022031,4626022034,Undirected,4263,,,1,,,,30,,,,91.985,residential,شهید رمضانی,False,628567836
4626020108,4626021745,Undirected,3495,,,1,,,,30,,,,24.528,residential,امینی,False,468050625
4626020108,4626020109,Undirected,3496,,,1,,,,30,,,,80.252,residential,امینی,False,468050625
4626020108,4626021748,Undirected,3497,,,1,,,,30,,,,57.048,residential,امیر کبیرغربی ۴۸,False,468050630
4626021745,4626021746,Undirected,4212,,,1,,,,30,,,,89.913,residential,امینی,False,468050625
4626021748,4626021753,Undirected,4216,,,1,,,,30,,,,86.723,residential,امیر کبیرغربی ۴۸,False,468050630
4626021748,4626021749,Undirected,4217,,,1,,,,30,,,,49.949,residential,,False,468050632
4626021747,5934058750,Undirected,4215,,,1,,,,30,,,,15.526,residential,مولانا,False,468050634
4626021752,4626021758,Undirected,4221,,,1,,,,30,,,,76.824,residential,شهید رمضانی,False,628555253
4626020110,4626020111,Undirected,3500,,,1,,,,30,,,,88.641,residential,نوری ۲۰,False,468050168
4626020110,4626021760,Undirected,3501,,,1,,,,,"LINESTRING (55.9857527 30.3956089, 55.9857946 30.3955261, 55.9858159 30.3953996, 55.985814 30.3945398)",,,119.86599999999999,tertiary,نوری,True,133914079
4626020110,4626020112,Undirected,3502,,,1,,,,,"LINESTRING (55.9854382 30.3959595, 55.9856412 30.3957427, 55.9857365 30.3956409, 55.9857527 30.3956089)",,,49.42,tertiary,نوری,True,133914079
4626020111,4626021736,Undirected,3503,,,1,,,,30,,,,19.736,residential,مولانا,False,468050634
4626020111,4626021739,Undirected,3504,,,1,,,,30,,,,37.836,residential,مولانا,False,468050634
4626020112,4626020113,Undirected,3505,,,1,,,,30,,,,95.806,residential,نوری ۲۲,False,468050170
4626020112,4626021764,Undirected,3506,,,1,,,,,,,,40.128,tertiary,نوری,True,133914079
4626021739,4626021740,Undirected,4203,,,1,,,,30,,,,92.489,residential,توحید,False,468050618
4626021739,4626021759,Undirected,4204,,,1,,,,30,,,,59.299,residential,مولانا,False,468050634
4626020113,4626021758,Undirected,3507,,,1,,,,30,,,,42.531,residential,مولانا,False,468050634
4626020113,4626021736,Undirected,3508,,,1,,,,30,,,,22.097,residential,مولانا,False,468050634
4626021764,5934058749,Undirected,4228,,,1,,,,,,,,38.482,tertiary,نوری,True,133914079
4626021758,5934058750,Undirected,4224,,,1,,,,30,,,,45.87,residential,مولانا,False,468050634
4626021758,4626021764,Undirected,4225,,,1,,,,30,,,,102.005,residential,شهید رمضانی,False,628555253
4626020114,4626020115,Undirected,3509,,,1,,,,30,,,,140.27,residential,نبوت,False,468050171
4626020114,4626021741,Undirected,3510,,,1,,,,30,,,,19.795,residential,دوم,False,628565070
4626020114,4626020117,Undirected,3511,,,1,,,,30,,,,55.925,residential,اسماعیلی ۱,False,781752673
4626020115,4626021724,Undirected,3512,,,1,,,,30,,,,43.242,residential,اسماعیلی ۳,False,628565076
